timestamp,model_name,scenario,test_samples,total_test_runtime_sec,per_sample_runtime_sec
2026-06-20 01:08:25,DNN (Deep_NV),b,1000,1.7650110721588135,0.0017650110721588136
2026-06-20 01:08:27,Est-Opt (OLS),b,1000,0.0015361309051513672,1.536130905151367e-06
2026-06-20 01:08:29,KO,b,1000,0.12300896644592285,0.00012300896644592285
2026-06-20 01:26:43,KPQR,b,1000,196.7002079486847,0.1967002079486847
2026-06-20 01:26:45,LinearModel,b,1000,8.821487426757812e-06,8.821487426757812e-09
2026-06-20 01:26:46,LinearModel-L1,b,1000,7.867813110351562e-06,7.867813110351563e-09
2026-06-20 01:26:47,LinearModel-L2,b,1000,9.059906005859375e-06,9.059906005859375e-09
2026-06-20 01:26:48,Oracle,b,1000,0.0012640953063964844,1.2640953063964843e-06
2026-06-20 01:28:43,RKHS,b,1000,16.201733827590942,0.016201733827590943
2026-06-20 01:28:45,SAA,b,1000,0.028223037719726562,2.8223037719726564e-05
2026-06-20 01:28:47,Minimax (Scarf),b,1000,0.0015392303466796875,1.5392303466796876e-06
