sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.19922729399057726,False
0.5,1e-06,0.1678499838385361,False
0.5,1e-05,0.1282281705719626,False
1.0,1e-07,0.12467453381100221,False
1.0,1e-06,0.11085646065877562,False
1.0,1e-05,0.10268971640600077,False
2.0,1e-07,0.10333816687776512,False
2.0,1e-06,0.11066312925856459,False
2.0,1e-05,0.09144292169276622,True
