penalty,lambda_value,validation_mean_cost,is_best
l2,1e-10,0.2776022364276407,True
l2,1e-08,0.27760223659540734,False
l2,1e-06,0.2776188748740395,False
l2,0.0001,0.2869980144079525,False
l2,0.01,0.45277649526822683,False
