hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.10292602246075233,True
512-512-512,0.001,1e-05,0.10503860242617435,False
512-512-512,0.0005,0.0,0.10526803100926634,False
512-512-512,0.0005,1e-05,0.10919928175821733,False
