sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.20810734318073912,False
0.5,1e-06,0.17226069522359477,False
0.5,1e-05,0.11867653929740352,False
1.0,1e-07,0.12177885004793741,False
1.0,1e-06,0.09674144019580393,False
1.0,1e-05,0.10979153126475506,False
2.0,1e-07,0.09834594661972657,False
2.0,1e-06,0.10032130456634245,False
2.0,1e-05,0.09654619551702313,True
