Selected_Hidden_Layers,Selected_LR,Selected_Weight_Decay,Selected_Update_Step,Decision_Q,Demand_D,Operation_Cost
512-512-512,0.001,1e-05,80,6.331786632537842,5.85889046262679,0.11822404247776297
512-512-512,0.001,1e-05,80,7.875753879547119,7.943613564907265,0.050894764020109395
512-512-512,0.001,1e-05,80,9.096843719482422,8.721250634316547,0.09389827129146866
512-512-512,0.001,1e-05,80,6.59788703918457,5.968579298923469,0.1573269350652753
512-512-512,0.001,1e-05,80,8.342227935791016,7.95894944725919,0.09581962213295636
512-512-512,0.001,1e-05,80,6.754919052124023,7.2747443612198355,0.38986898182185903
512-512-512,0.001,1e-05,80,6.101372718811035,5.958867650755789,0.03562626701381144
512-512-512,0.001,1e-05,80,8.887967109680176,9.076270886487675,0.14122783260562466
512-512-512,0.001,1e-05,80,3.1037023067474365,2.661525890943148,0.11054410395107217
512-512-512,0.001,1e-05,80,6.472959518432617,6.801145847583226,0.24613974686295648
512-512-512,0.001,1e-05,80,4.941659927368164,4.714139763014818,0.05688004108833655
512-512-512,0.001,1e-05,80,5.743257522583008,5.248511876896199,0.12368641142170222
512-512-512,0.001,1e-05,80,7.217377662658691,6.575315264966205,0.16051559942312155
512-512-512,0.001,1e-05,80,8.099921226501465,7.798984282461487,0.07523423600999446
512-512-512,0.001,1e-05,80,5.554417133331299,5.309974762390055,0.06111059273531105
512-512-512,0.001,1e-05,80,9.718578338623047,9.491689974316872,0.0567220910765438
512-512-512,0.001,1e-05,80,9.275264739990234,9.03089966512194,0.06109126871707371
512-512-512,0.001,1e-05,80,7.603991508483887,7.8340629310412915,0.17255356691805357
512-512-512,0.001,1e-05,80,9.971616744995117,9.214174139352156,0.1893606514107402
512-512-512,0.001,1e-05,80,7.756557464599609,7.828873865288653,0.05423730051678266
512-512-512,0.001,1e-05,80,7.319613456726074,6.9468578372389445,0.09318890487178244
512-512-512,0.001,1e-05,80,8.83800983428955,8.583199987159981,0.06370246178239247
512-512-512,0.001,1e-05,80,8.623416900634766,7.822611813168038,0.2002012718666819
512-512-512,0.001,1e-05,80,8.114065170288086,7.684717011544449,0.10733703968590924
512-512-512,0.001,1e-05,80,7.860498428344727,6.924725155065806,0.23394331831973014
512-512-512,0.001,1e-05,80,8.862207412719727,8.042986442330584,0.20480524259728572
512-512-512,0.001,1e-05,80,9.374622344970703,8.22906509861128,0.2863893115898559
512-512-512,0.001,1e-05,80,9.574124336242676,8.772272928040481,0.2004628520505487
