timestamp,model_name,scenario,test_samples,total_test_runtime_sec,per_sample_runtime_sec
2026-06-20 04:15:11,DNN (Deep_NV),b,1000,1.2423179149627686,0.0012423179149627685
2026-06-20 04:15:13,Est-Opt (OLS),b,1000,0.0015869140625,1.5869140625e-06
2026-06-20 04:15:15,KO,b,1000,0.11910319328308105,0.00011910319328308106
2026-06-20 04:33:54,KPQR,b,1000,201.28149819374084,0.20128149819374083
2026-06-20 04:33:56,LinearModel,b,1000,1.4066696166992188e-05,1.4066696166992187e-08
2026-06-20 04:33:57,LinearModel-L1,b,1000,1.2874603271484375e-05,1.2874603271484375e-08
2026-06-20 04:33:58,LinearModel-L2,b,1000,1.5974044799804688e-05,1.597404479980469e-08
2026-06-20 04:33:59,Oracle,b,1000,0.001276254653930664,1.276254653930664e-06
2026-06-20 04:36:00,RKHS,b,1000,17.99136734008789,0.01799136734008789
2026-06-20 04:36:02,SAA,b,1000,0.028751134872436523,2.8751134872436522e-05
2026-06-20 04:36:03,Minimax (Scarf),b,1000,0.0015528202056884766,1.5528202056884765e-06
