hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.0998677192087765,True
512-512-512,0.001,1e-05,0.09989362880012465,False
512-512-512,0.0005,0.0,0.10236520140589508,False
512-512-512,0.0005,1e-05,0.10210630996142372,False
