sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.22065143651423727,False
0.5,1e-06,0.1831255223977624,False
0.5,1e-05,0.1288135545070789,False
1.0,1e-07,0.13025887173365583,False
1.0,1e-06,0.09344594268243454,False
1.0,1e-05,0.11001461539549155,False
2.0,1e-07,0.10541207644916521,False
2.0,1e-06,0.08636022942608687,True
2.0,1e-05,0.11278637105824123,False
