hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.10616127429383036,False
512-512-512,0.001,1e-05,0.10311202662851048,True
512-512-512,0.0005,0.0,0.10596005537455087,False
512-512-512,0.0005,1e-05,0.10367815046217631,False
