timestamp,model_name,scenario,test_samples,total_test_runtime_sec,per_sample_runtime_sec
2026-06-19 22:24:43,DNN (Deep_NV),b,1000,2.8579981327056885,0.0028579981327056885
2026-06-19 22:24:44,Est-Opt (OLS),b,1000,0.0015170574188232422,1.5170574188232423e-06
2026-06-19 22:24:47,KO,b,1000,0.12033510208129883,0.00012033510208129882
2026-06-19 22:42:47,KPQR,b,1000,194.00866675376892,0.19400866675376893
2026-06-19 22:42:49,LinearModel,b,1000,8.106231689453125e-06,8.106231689453126e-09
2026-06-19 22:42:50,LinearModel-L1,b,1000,9.059906005859375e-06,9.059906005859375e-09
2026-06-19 22:42:51,LinearModel-L2,b,1000,9.059906005859375e-06,9.059906005859375e-09
2026-06-19 22:42:52,Oracle,b,1000,0.0012280941009521484,1.2280941009521484e-06
2026-06-19 22:44:41,RKHS,b,1000,8.809978723526001,0.008809978723526
2026-06-19 22:44:43,SAA,b,1000,0.025394916534423828,2.5394916534423827e-05
2026-06-19 22:44:44,Minimax (Scarf),b,1000,0.0015277862548828125,1.5277862548828126e-06
