timestamp,model_name,scenario,test_samples,total_test_runtime_sec,per_sample_runtime_sec
2026-06-20 00:07:15,DNN (Deep_NV),b,1000,2.013509750366211,0.002013509750366211
2026-06-20 00:07:17,Est-Opt (OLS),b,1000,0.001569986343383789,1.569986343383789e-06
2026-06-20 00:07:19,KO,b,1000,0.11846399307250977,0.00011846399307250977
2026-06-20 00:25:19,KPQR,b,1000,195.86065697669983,0.19586065697669983
2026-06-20 00:25:21,LinearModel,b,1000,1.0013580322265625e-05,1.0013580322265626e-08
2026-06-20 00:25:22,LinearModel-L1,b,1000,9.059906005859375e-06,9.059906005859375e-09
2026-06-20 00:25:23,LinearModel-L2,b,1000,8.821487426757812e-06,8.821487426757812e-09
2026-06-20 00:25:24,Oracle,b,1000,0.0012831687927246094,1.2831687927246093e-06
2026-06-20 00:27:14,RKHS,b,1000,7.616192102432251,0.007616192102432251
2026-06-20 00:27:16,SAA,b,1000,0.02743220329284668,2.743220329284668e-05
2026-06-20 00:27:17,Minimax (Scarf),b,1000,0.0015101432800292969,1.5101432800292968e-06
