sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.19538048864077592,False
0.5,1e-06,0.16669758420113379,False
0.5,1e-05,0.12245131989226883,False
1.0,1e-07,0.12146954640160484,False
1.0,1e-06,0.09134623539814032,True
1.0,1e-05,0.09891909838523504,False
2.0,1e-07,0.1058686150339858,False
2.0,1e-06,0.1011108666266503,False
2.0,1e-05,0.09324768859898569,False
