penalty,lambda_value,validation_mean_cost,is_best
l1,1e-10,0.17263805384110997,True
l1,1e-08,0.17263805384110997,False
l1,1e-06,0.17263805384110997,False
l1,0.0001,0.17266922213862568,False
l1,0.01,0.18541674474615927,False
