sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.10034594725170837,False
0.5,1e-06,0.09676581246536663,False
0.5,1e-05,0.08966712634808202,False
1.0,1e-07,0.09598023418181094,False
1.0,1e-06,0.09466403704946628,False
1.0,1e-05,0.09865029382470786,False
2.0,1e-07,0.0924494603479412,False
2.0,1e-06,0.08455283710937946,False
2.0,1e-05,0.08278497071186382,True
