sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.11212207508903062,False
0.5,1e-06,0.11221277061603707,False
0.5,1e-05,0.10432341564797185,False
1.0,1e-07,0.10946847368095325,False
1.0,1e-06,0.1079928000122092,False
1.0,1e-05,0.12842530109421546,False
2.0,1e-07,0.11045904569976756,False
2.0,1e-06,0.08967239521196836,False
2.0,1e-05,0.08843689895129873,True
