bandwidth,validation_mean_cost,validation_mean_effective_n,is_best
0.2,0.0856276274343918,2487.29,False
0.3,0.08325607982238167,2998.559,False
0.4,0.08270496478290158,3000.0,False
0.5,0.08249503424429916,3000.0,False
0.6,0.08238801033913333,3000.0,True
