penalty,lambda_value,validation_mean_cost,is_best
l1,1e-10,0.1646290853314825,False
l1,1e-08,0.1646290853314825,False
l1,1e-06,0.1646290853314825,False
l1,0.0001,0.16461083229542056,True
l1,0.01,0.18969670483282716,False
