hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.08360137517109809,False
512-512-512,0.001,1e-05,0.08358710863739678,False
512-512-512,0.0005,0.0,0.08326729007091559,False
512-512-512,0.0005,1e-05,0.08070834683421027,True
