bandwidth,validation_mean_cost,validation_mean_effective_n,is_best
0.2,0.08027259940731349,2457.763,False
0.3,0.07925918205814193,2998.676,False
0.4,0.07884409540771013,3000.0,False
0.5,0.07883889902307908,3000.0,False
0.6,0.07881812941081504,3000.0,True
