sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.10817117581950592,False
0.5,1e-06,0.10632958633909895,False
0.5,1e-05,0.10256018921513141,False
1.0,1e-07,0.10693957757894114,False
1.0,1e-06,0.10203486992030975,False
1.0,1e-05,0.09545532181657275,True
2.0,1e-07,0.0990446830131644,False
2.0,1e-06,0.11307049365099626,False
2.0,1e-05,0.09887317138477866,False
