bandwidth,validation_mean_cost,validation_mean_effective_n,is_best
0.2,0.0817573269022129,2457.048,False
0.3,0.08145538954423645,2998.2,False
0.4,0.08131270844109688,3000.0,True
0.5,0.08134142820274917,3000.0,False
0.6,0.08139901925264692,3000.0,False
