penalty,lambda_value,validation_mean_cost,is_best
l1,1e-10,0.17886724355541103,False
l1,1e-08,0.17886724355541103,False
l1,1e-06,0.17886724355541103,False
l1,0.0001,0.1787704646321661,True
l1,0.01,0.1992827631351812,False
