timestamp,model_name,scenario,test_samples,total_test_runtime_sec,per_sample_runtime_sec
2026-06-19 19:20:33,DNN (Deep_NV),a,1000,1.3180029392242432,0.001318002939224243
2026-06-19 19:20:35,Est-Opt (OLS),a,1000,0.0011849403381347656,1.1849403381347656e-06
2026-06-19 19:20:38,KO,a,1000,0.10910320281982422,0.00010910320281982422
2026-06-19 19:29:52,KPQR,a,1000,96.16479396820068,0.09616479396820068
2026-06-19 19:29:54,LinearModel,a,1000,1.0967254638671875e-05,1.0967254638671875e-08
2026-06-19 19:29:55,LinearModel-L1,a,1000,9.775161743164062e-06,9.775161743164063e-09
2026-06-19 19:29:56,LinearModel-L2,a,1000,8.106231689453125e-06,8.106231689453126e-09
2026-06-19 19:29:57,Oracle,a,1000,0.0013039112091064453,1.3039112091064454e-06
2026-06-19 19:32:11,RKHS,a,1000,19.15839123725891,0.01915839123725891
2026-06-19 19:32:13,SAA,a,1000,0.02718210220336914,2.7182102203369142e-05
2026-06-19 19:32:14,Minimax (Scarf),a,1000,0.0017497539520263672,1.7497539520263673e-06
