sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.20728787287859712,False
0.5,1e-06,0.1743009394844238,False
0.5,1e-05,0.11910753193727344,False
1.0,1e-07,0.11648781477234979,False
1.0,1e-06,0.09203753395229561,True
1.0,1e-05,0.10605713039828556,False
2.0,1e-07,0.1046494820418803,False
2.0,1e-06,0.09789417474436601,False
2.0,1e-05,0.09461409029223841,False
