hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.09963982249733389,False
512-512-512,0.001,1e-05,0.10214712206054224,False
512-512-512,0.0005,0.0,0.10629980521531494,False
512-512-512,0.0005,1e-05,0.09937246542334618,True
