penalty,lambda_value,validation_mean_cost,is_best
l2,1e-10,0.28299998029888224,False
l2,1e-08,0.2829999802959464,True
l2,1e-06,0.2830323931805843,False
l2,0.0001,0.29449166264014903,False
l2,0.01,0.48470522722720316,False
