Selected_Hidden_Layers,Selected_LR,Selected_Weight_Decay,Selected_Update_Step,Decision_Q,Demand_D,Operation_Cost
512-512-512,0.0005,1e-05,80,8.911294937133789,8.49805514595262,0.10330994779529235
512-512-512,0.0005,1e-05,80,7.834077835083008,7.650104843762238,0.04599324783019254
512-512-512,0.0005,1e-05,80,7.482658386230469,6.912826567942592,0.14245795457196908
512-512-512,0.0005,1e-05,80,8.60347843170166,8.346960278341298,0.06412953834009061
512-512-512,0.0005,1e-05,80,7.196786880493164,6.551128847488176,0.16141450825124704
512-512-512,0.0005,1e-05,80,6.868593215942383,6.323894079199494,0.13617478418572215
512-512-512,0.0005,1e-05,80,5.371735572814941,5.30810892928927,0.01590666088141779
512-512-512,0.0005,1e-05,80,6.290772438049316,6.539092901906691,0.1862403478930308
512-512-512,0.0005,1e-05,80,8.808602333068848,8.868857680026192,0.04519151021800827
512-512-512,0.0005,1e-05,80,8.49277400970459,8.925194281506053,0.3243152038510977
512-512-512,0.0005,1e-05,80,7.455681800842285,7.222495279062589,0.05829663044492395
512-512-512,0.0005,1e-05,80,8.513993263244629,8.285926293103483,0.057016742535286546
512-512-512,0.0005,1e-05,80,8.719990730285645,8.946043891905044,0.16953987121454928
512-512-512,0.0005,1e-05,80,5.2603068351745605,4.4493106422546775,0.20274904822997075
512-512-512,0.0005,1e-05,80,7.410451412200928,6.960299388932811,0.11253800581702911
512-512-512,0.0005,1e-05,80,4.1331024169921875,3.9520140384042577,0.04527209464698245
512-512-512,0.0005,1e-05,80,6.456846237182617,6.053712669484524,0.10078339192452335
512-512-512,0.0005,1e-05,80,7.004071235656738,6.790773084298269,0.053324537839617214
512-512-512,0.0005,1e-05,80,6.630792617797852,6.500620461720919,0.032543039019233166
512-512-512,0.0005,1e-05,80,8.1478853225708,7.710382261024762,0.10937576538650973
512-512-512,0.0005,1e-05,80,6.355894565582275,6.714273460251248,0.2687841710017296
512-512-512,0.0005,1e-05,80,10.20942211151123,9.765208781302658,0.11105333255214322
512-512-512,0.0005,1e-05,80,7.621036052703857,7.277944375604007,0.08577291927496256
512-512-512,0.0005,1e-05,80,8.435168266296387,8.256816554559213,0.04458792793429334
512-512-512,0.0005,1e-05,80,6.434812545776367,6.364390033208019,0.017605628142087104
512-512-512,0.0005,1e-05,80,4.228265285491943,4.456703511270679,0.1713286693340519
512-512-512,0.0005,1e-05,80,5.82529354095459,5.8588694481660335,0.025181930408582742
512-512-512,0.0005,1e-05,80,9.326111793518066,8.58312136310994,0.18574760760203146
512-512-512,0.0005,1e-05,80,5.9570512771606445,5.671457934485366,0.0713983356688197
512-512-512,0.0005,1e-05,80,8.79002857208252,8.391742823876388,0.09957143705153282
512-512-512,0.0005,1e-05,80,6.223913192749023,5.487642009290754,0.18406779586456734
