bandwidth,validation_mean_cost,validation_mean_effective_n,is_best
0.2,0.08474287446741874,2467.6,False
0.3,0.08269945710199945,2998.265,False
0.4,0.08251205737721572,3000.0,True
0.5,0.08258392821233924,3000.0,False
0.6,0.08257208471170571,3000.0,False
