hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.08347884307562771,True
512-512-512,0.001,1e-05,0.08454595063452536,False
512-512-512,0.0005,0.0,0.08387732481861396,False
512-512-512,0.0005,1e-05,0.08361528175040056,False
