Decision_Q,Demand_D,Operation_Cost,Mu_Pred,Sigma_Pred,Beta_Intercept,Beta_Feat_1,Beta_Feat_2,Beta_Feat_3,Beta_Feat_4
1.4273674805755912,0.7876564206504955,0.15992776498127392,1.268662179158751,0.23529683196920778,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.5182226115494166,1.2959751515046594,0.055561865011189315,1.34821928141903,0.25204731440465156,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.151479687787496,1.520313935363851,0.2766256856822663,1.0006752454487684,0.22358300077189766,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.14340414732148,0.5289038453155347,0.15362507550148632,0.9946572323461991,0.22053250613821565,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
2.1184442085766704,2.153548788022077,0.026328434584055094,1.9428059908377424,0.2604016112741047,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.8297822051434536,1.6046029119016312,0.0562948233104556,1.6627559866472872,0.24763344209101765,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.8393293079401574,1.5130557450616116,0.08156839071963645,1.6674643285767299,0.254807399687637,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.1594866021191126,1.0740057082647891,0.021370223463580862,1.0062728084408115,0.22715511041310882,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.4723206446993244,1.140777872751983,0.08288569298683535,1.311362482273896,0.2386369286985251,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.927434677794809,1.5154481197054392,0.10299663952234245,1.7542175600306311,0.25681208308031644,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.4633542752099202,1.5824084760018502,0.08929065059394747,1.3014957335793529,0.2399718329055605,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.944980296181853,2.9026182671306535,0.7182284782116004,1.772541057816281,0.25565879735821345,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.3584483269916086,1.5174981859468395,0.1192873942164232,1.2025154304745216,0.23118645831423748,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.482243907616153,1.7386762577702783,0.19232426261559393,1.3195374993701452,0.24122888183060942,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.1159689999082416,1.4606488521738603,0.258509889199214,0.9642439573417482,0.22494788471194002,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.3351108823051472,1.545930897125794,0.15811501111548504,1.177134347593399,0.23421636083546488,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.2429354657937692,0.6270917171233215,0.15396093716761194,1.0863335990426253,0.23217827506736463,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.2039439678472525,2.092787457791772,0.6666326174583896,1.0483529273740737,0.23067962178513,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.2606147748513765,1.6293974927912225,0.27658703845488447,1.1081014937309952,0.2261165289406459,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.2058130168452414,0.500121871432688,0.17642278635313835,1.0486957579431198,0.23294239661380456,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
2.057819596030475,1.999307859993352,0.014627934009280752,1.8955447292172232,0.2405890775450286,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.6835076522140069,1.3755778746098897,0.0769824444010293,1.5195166888842555,0.24313336604756014,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.5746824103027903,1.2600942355306095,0.0786470436930452,1.4151755528666634,0.23648522070165867,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.3327804670294288,1.8099711801071623,0.35789303480830015,1.1799378702025092,0.22660477313774827,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
2.158792024490959,2.645955314966705,0.36537246785680944,1.9819125799152237,0.2622418569360241,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.752243979869621,2.7236761149445345,0.7285741013061852,1.5850064930604575,0.24794666896056733,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.1200598951525258,0.9997911272088412,0.030067191985921143,0.9660959165319386,0.22826733627283172,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.988794961435273,2.265158215234754,0.20727244034961084,1.8269949900404852,0.23988499654405512,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.7747014710543214,1.5618001959980414,0.053225318764069995,1.612215648650292,0.24090184077192112,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
2.128456818708738,1.4388035809920372,0.1724133094291752,1.9519158555281555,0.2617400236686473,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
2.0084321031403896,2.1072741232227177,0.07413151506174609,1.8403738028442518,0.24916360885733424,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.3109031355909584,0.6323402564111407,0.16964071979495443,1.159618857430431,0.22429440642581655,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.9623153720481887,2.825095490823117,0.6470850890811961,1.7998237766876852,0.24091039976999717,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.3685299830429865,1.5640588627448224,0.14664665977637698,1.2107914935431316,0.23386343447620744,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.7761519658431797,1.763750322276499,0.00310041089167018,1.6073973930109045,0.2501959040640966,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.3366906182478266,0.7113716524384898,0.15632974145233422,1.1749316957601303,0.23982413734333421,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.81615847303947,1.843899559454224,0.020805814811065526,1.6557874766148806,0.23776639508305025,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.8511496267665095,1.370529646807204,0.1201549949898264,1.6886081104523347,0.24098441268666002,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.2115803621459376,0.9386486484496952,0.06823292842406059,1.0508343521374204,0.23832239105455136,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.2212283801707888,0.4579051805269319,0.19083079991096424,1.0638230758685183,0.23336945336309559,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.393309117053836,0.9525864028602036,0.11018067854840813,1.229770493897472,0.24246272550297698,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.2468749077041346,1.1745707245819408,0.018076045780548444,1.0846488524238167,0.24051670945801182,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
2.0564693793136755,1.307720594565975,0.18718719618692514,1.889991316642133,0.24682074504934365,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.2774996632844267,1.5447190244051328,0.20041452084052958,1.1247328206079483,0.22649245986624295,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
2.1286605539723986,1.6946918920348784,0.10849216548438007,1.9533581126401007,0.2599037884287133,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.5824180614480934,0.6812375672699758,0.2252951235445294,1.4228941081963709,0.2365105669957879,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.5313286061016482,0.7510153929288012,0.19507830329321177,1.3689476795568443,0.24074632193832166,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.9512314778199846,1.2918692050401377,0.16484056819496173,1.7887425862307706,0.24090639115268486,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.144719533168251,0.8328810291662418,0.07795962600050227,0.9793453597030627,0.2451841164630184,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.1171531132381225,0.824827299904523,0.07308145333339988,0.9675583071585481,0.2217895913704922,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.9125533589877308,1.9700570355722469,0.04312775743838704,1.7406145569053915,0.254916849414472,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
2.044555429914512,1.3279717014814811,0.1791459321082577,1.8794263913311087,0.24482067894345066,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.3849569010124223,1.7374070967371504,0.2643376467935461,1.22181304815566,0.24187743818098736,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.6715844459667697,2.7670777744406023,0.8216199963553745,1.5010652496876224,0.252812138701256,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
1.2423872088802912,1.337622334366016,0.07142634411429366,1.0873737962983543,0.2298232293921037,0.9633567351540417,3.912371828771534,-0.09526096338019983,-0.13253927408605493,0.06543367092568882
