sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.11377625644733627,False
0.5,1e-06,0.08685161720470633,True
0.5,1e-05,0.10089696339569736,False
1.0,1e-07,0.11082499485208538,False
1.0,1e-06,0.11371158707701051,False
1.0,1e-05,0.1256001679060305,False
2.0,1e-07,0.09327115626169948,False
2.0,1e-06,0.10829019814198805,False
2.0,1e-05,0.0892708518935878,False
