penalty,lambda_value,validation_mean_cost,is_best
l2,1e-10,0.16359925261772332,False
l2,1e-08,0.16359925261513808,False
l2,1e-06,0.16357691555867854,False
l2,0.0001,0.16302279115758017,True
l2,0.01,0.17848428043774603,False
