bandwidth,validation_mean_cost,validation_mean_effective_n,is_best
0.2,0.08193573760162773,2480.381,False
0.3,0.08147662074334269,2998.637,False
0.4,0.0810932698526926,3000.0,False
0.5,0.08098510347663909,3000.0,True
0.6,0.08099739985134366,3000.0,False
