hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.08302304627674743,True
512-512-512,0.001,1e-05,0.08321187960539231,False
512-512-512,0.0005,0.0,0.08441180618632975,False
512-512-512,0.0005,1e-05,0.08395474264613424,False
