sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.10320228223443374,False
0.5,1e-06,0.09983420948500273,False
0.5,1e-05,0.10298097362915277,False
1.0,1e-07,0.10604229903529168,False
1.0,1e-06,0.10177375048353837,False
1.0,1e-05,0.09251993709949792,True
2.0,1e-07,0.09373622051763479,False
2.0,1e-06,0.11370196985060002,False
2.0,1e-05,0.11621273730174851,False
