bandwidth,validation_mean_cost,validation_mean_effective_n,is_best
0.2,0.08463827081521916,2455.373,False
0.3,0.08338441779719255,2998.306,False
0.4,0.0830362465916364,3000.0,False
0.5,0.08289335547355937,3000.0,False
0.6,0.08277978095642141,3000.0,True
