hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.10153902144198101,False
512-512-512,0.001,1e-05,0.1003232896745736,True
512-512-512,0.0005,0.0,0.10549148473206256,False
512-512-512,0.0005,1e-05,0.10337935081072784,False
