sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.10109993002745878,False
0.5,1e-06,0.10144686255542186,False
0.5,1e-05,0.0932901922776447,False
1.0,1e-07,0.10032902791698817,False
1.0,1e-06,0.09962847411359113,False
1.0,1e-05,0.09057620128917665,False
2.0,1e-07,0.09444655637909767,False
2.0,1e-06,0.08262072646636999,True
2.0,1e-05,0.0960093661475139,False
