Selected_Hidden_Layers,Selected_LR,Selected_Weight_Decay,Selected_Update_Step,Decision_Q,Demand_D,Operation_Cost
512-512-512,0.0005,1e-05,80,1.0995473861694336,1.211918324331503,0.08427820362155208
512-512-512,0.0005,1e-05,80,2.0279009342193604,1.507055809658583,0.1302112811401943
512-512-512,0.0005,1e-05,80,1.3552597761154175,1.182964590683976,0.04307379635786035
512-512-512,0.0005,1e-05,80,1.524777889251709,1.5701514208765457,0.03403014871862753
512-512-512,0.0005,1e-05,80,1.2107770442962646,0.921520134724919,0.07231422739283641
512-512-512,0.0005,1e-05,80,2.2972970008850098,2.4144949740916917,0.08789847990501143
512-512-512,0.0005,1e-05,80,1.8527337312698364,1.5767711783865177,0.06899063822082968
512-512-512,0.0005,1e-05,80,1.1254149675369263,1.2301522024062717,0.07855292615200904
512-512-512,0.0005,1e-05,80,1.8730278015136719,1.2572151364619994,0.1539531662629181
512-512-512,0.0005,1e-05,80,0.9502131938934326,1.134937683043019,0.1385433668621897
512-512-512,0.0005,1e-05,80,1.4506539106369019,1.2784664116094495,0.043046874756863085
512-512-512,0.0005,1e-05,80,1.8514822721481323,1.8592442625522383,0.0058214928030794755
512-512-512,0.0005,1e-05,80,1.3310447931289673,1.6998749600148455,0.27662262516440866
512-512-512,0.0005,1e-05,80,1.7685164213180542,1.626222208835812,0.03557355312056054
512-512-512,0.0005,1e-05,80,1.3360728025436401,1.0887801021136774,0.06182317510749069
512-512-512,0.0005,1e-05,80,1.2219018936157227,1.4368869330966827,0.16123877961072003
512-512-512,0.0005,1e-05,80,1.7308628559112549,1.337453343663174,0.09835237806202024
512-512-512,0.0005,1e-05,80,1.477889895439148,1.454681384410232,0.005802127757228992
512-512-512,0.0005,1e-05,80,1.490391492843628,0.9346081869298616,0.1389458264784416
512-512-512,0.0005,1e-05,80,1.598326325416565,1.3137026459313264,0.07115591987130965
512-512-512,0.0005,1e-05,80,1.5439980030059814,1.377644501165151,0.041588375460207605
512-512-512,0.0005,1e-05,80,2.5487284660339355,2.5764169684207885,0.020766376790139707
512-512-512,0.0005,1e-05,80,0.9392436742782593,1.0842361376996064,0.10874434756601031
512-512-512,0.0005,1e-05,80,1.5053373575210571,1.0032320323219297,0.12552633129978186
512-512-512,0.0005,1e-05,80,1.9126688241958618,1.8296584665433364,0.02075258941313135
512-512-512,0.0005,1e-05,80,1.158076524734497,0.7466464591318307,0.1028575164006666
512-512-512,0.0005,1e-05,80,1.470326542854309,1.6201638177108644,0.11237795614241647
512-512-512,0.0005,1e-05,80,1.6241511106491089,1.561146140918631,0.015751242432619494
512-512-512,0.0005,1e-05,80,1.8007038831710815,1.7761913654822563,0.006128129422206308
512-512-512,0.0005,1e-05,80,0.8932933807373047,0.4813251210522973,0.10299206492125185
512-512-512,0.0005,1e-05,80,2.194333791732788,1.824941273542976,0.09234812954745303
512-512-512,0.0005,1e-05,80,2.6077964305877686,1.7606404622730525,0.21178899207867902
512-512-512,0.0005,1e-05,80,1.5983989238739014,1.131782367526508,0.11665413908684835
512-512-512,0.0005,1e-05,80,0.8469330072402954,0.321761464432536,0.13129288570193987
512-512-512,0.0005,1e-05,80,1.840912103652954,1.877253334855035,0.027255923401560744
512-512-512,0.0005,1e-05,80,1.5234490633010864,1.593924650576772,0.05285669045676411
512-512-512,0.0005,1e-05,80,1.1265393495559692,1.4563312872497742,0.24734395327035374
512-512-512,0.0005,1e-05,80,1.869704008102417,1.051908467783916,0.20444888507962528
512-512-512,0.0005,1e-05,80,2.251802682876587,2.1557492664394213,0.024013354109291396
512-512-512,0.0005,1e-05,80,1.2694956064224243,1.3876445818670111,0.0886117315834401
512-512-512,0.0005,1e-05,80,1.64964759349823,1.1976079507158672,0.11300991069559069
512-512-512,0.0005,1e-05,80,2.1276395320892334,2.603669231413111,0.35702227449290813
512-512-512,0.0005,1e-05,80,1.1008656024932861,1.185116418104899,0.06318811170870964
512-512-512,0.0005,1e-05,80,0.9916020035743713,0.989439999910712,0.0005405009159148433
512-512-512,0.0005,1e-05,80,1.284856915473938,1.009062839998898,0.06894851886876002
512-512-512,0.0005,1e-05,80,1.8047324419021606,2.0213579878085075,0.16246915942976015
512-512-512,0.0005,1e-05,80,1.0763086080551147,0.9755481172792522,0.025190122693965644
512-512-512,0.0005,1e-05,80,2.8833658695220947,3.1868706694590414,0.22762859995271
512-512-512,0.0005,1e-05,80,0.9943049550056458,0.9792005863479222,0.0037760921644308942
512-512-512,0.0005,1e-05,80,1.6713268756866455,1.6806280396504412,0.006975872972846742
512-512-512,0.0005,1e-05,80,1.4524145126342773,0.9828275177764626,0.11739674871445369
512-512-512,0.0005,1e-05,80,1.0096529722213745,0.3473255772832685,0.1655818487345265
512-512-512,0.0005,1e-05,80,1.5037802457809448,1.475727139929796,0.00701327646278721
512-512-512,0.0005,1e-05,80,1.9267116785049438,1.646989215868384,0.06993061565913994
512-512-512,0.0005,1e-05,80,1.7800109386444092,1.1907662973168769,0.14731116033188307
512-512-512,0.0005,1e-05,80,1.1660370826721191,1.082064040789267,0.020993260470713038
512-512-512,0.0005,1e-05,80,2.7090773582458496,2.719827857911852,0.008062874749501958
512-512-512,0.0005,1e-05,80,1.869831919670105,1.8201230351775328,0.01242722112314304
512-512-512,0.0005,1e-05,80,0.7936978340148926,0.976432922808008,0.13705131659483655
512-512-512,0.0005,1e-05,80,2.1149113178253174,2.092729595021419,0.005545430700974574
512-512-512,0.0005,1e-05,80,1.968033790588379,2.0385258336289183,0.052869032280404515
512-512-512,0.0005,1e-05,80,2.573669672012329,2.4914552727771935,0.020553599808783907
512-512-512,0.0005,1e-05,80,1.4799139499664307,1.4502967668212388,0.007404295786297976
512-512-512,0.0005,1e-05,80,1.7867435216903687,1.4445133457926351,0.08555754397443338
512-512-512,0.0005,1e-05,80,1.050044298171997,0.9649650949288164,0.02126980081079516
512-512-512,0.0005,1e-05,80,1.851613998413086,1.5057777693897614,0.08645905725583114
512-512-512,0.0005,1e-05,80,2.0082035064697266,1.5419379224586218,0.11656639600277618
512-512-512,0.0005,1e-05,80,1.0317364931106567,1.0853292496819755,0.04019456742848909
512-512-512,0.0005,1e-05,80,1.6608617305755615,1.66640202879983,0.004155223668201369
512-512-512,0.0005,1e-05,80,1.9378024339675903,1.4496422400890006,0.12204004846964744
512-512-512,0.0005,1e-05,80,1.7654657363891602,1.3364852027649508,0.10724513340605235
512-512-512,0.0005,1e-05,80,1.0235117673873901,1.6020625702715026,0.4339131021630843
512-512-512,0.0005,1e-05,80,0.812431812286377,0.8161945954061179,0.00282208733980574
512-512-512,0.0005,1e-05,80,0.9787164926528931,0.8638068185840198,0.02872741851721833
512-512-512,0.0005,1e-05,80,1.6634695529937744,1.507269950368288,0.039049900656371594
512-512-512,0.0005,1e-05,80,2.026386022567749,1.717106324386903,0.07731992454521153
512-512-512,0.0005,1e-05,80,0.8482093811035156,0.4750101931583024,0.09329979698630331
512-512-512,0.0005,1e-05,80,1.0081539154052734,1.06577147625364,0.043213170636275
512-512-512,0.0005,1e-05,80,1.2310853004455566,1.1752089183159642,0.013969095532398113
512-512-512,0.0005,1e-05,80,1.6550289392471313,1.4933318832512517,0.04042426399896992
512-512-512,0.0005,1e-05,80,1.9931128025054932,1.753479069139568,0.05990843334148127
512-512-512,0.0005,1e-05,80,1.0751873254776,0.566576432194089,0.12715272332087776
512-512-512,0.0005,1e-05,80,1.630932092666626,1.5715237775234958,0.014852078785782541
512-512-512,0.0005,1e-05,80,1.45610511302948,1.2459540660030708,0.0525377617566023
512-512-512,0.0005,1e-05,80,0.7696521282196045,0.5204669770821909,0.062296287784353394
512-512-512,0.0005,1e-05,80,1.7179958820343018,1.5378281422945514,0.04504193493493758
512-512-512,0.0005,1e-05,80,0.9981375932693481,0.6481367120692092,0.08750022030003474
512-512-512,0.0005,1e-05,80,0.8745200634002686,0.8346507341699891,0.009967332307569854
512-512-512,0.0005,1e-05,80,1.782500147819519,1.6695076676695015,0.028248120037504376
512-512-512,0.0005,1e-05,80,1.925302267074585,1.7344783325367623,0.04770598363445566
512-512-512,0.0005,1e-05,80,1.0569828748703003,0.9024972828664412,0.038621398000964785
512-512-512,0.0005,1e-05,80,1.473835825920105,1.1637783470741212,0.07751436971149595
512-512-512,0.0005,1e-05,80,1.3177002668380737,1.073550186435973,0.061037520100525156
512-512-512,0.0005,1e-05,80,1.3837976455688477,0.8697491115207537,0.12851213351202348
512-512-512,0.0005,1e-05,80,1.3585513830184937,0.6090591462585306,0.18737305918999075
512-512-512,0.0005,1e-05,80,2.2245547771453857,2.2297923430906645,0.0039281744589590994
512-512-512,0.0005,1e-05,80,1.733021855354309,1.826834340447669,0.07035936382001995
512-512-512,0.0005,1e-05,80,1.3829305171966553,0.8982097927139148,0.12118018112068513
512-512-512,0.0005,1e-05,80,1.7907555103302002,1.3891185269018185,0.10040924585709543
512-512-512,0.0005,1e-05,80,1.2318273782730103,0.6589357333602422,0.143222911228192
512-512-512,0.0005,1e-05,80,1.406685471534729,1.0609838391330473,0.08642540810042043
512-512-512,0.0005,1e-05,80,1.4896962642669678,1.7007019961898708,0.1582542989421773
512-512-512,0.0005,1e-05,80,0.9255999326705933,0.987827700314271,0.046670825732758325
512-512-512,0.0005,1e-05,80,1.6910662651062012,1.4832097515264246,0.05196412839494413
512-512-512,0.0005,1e-05,80,1.68498957157135,1.263752188386438,0.10530934579622803
512-512-512,0.0005,1e-05,80,0.9864842891693115,0.7090386931554362,0.06936139900346883
512-512-512,0.0005,1e-05,80,3.0249669551849365,2.9338288891850253,0.022784516499977814
512-512-512,0.0005,1e-05,80,2.1738789081573486,2.168283626270925,0.0013988204716058883
512-512-512,0.0005,1e-05,80,1.6596161127090454,1.726256121091423,0.04998000628678312
512-512-512,0.0005,1e-05,80,1.030405879020691,0.695875657155407,0.08363255546632098
512-512-512,0.0005,1e-05,80,0.962871253490448,0.9433186301014754,0.004888155847243142
512-512-512,0.0005,1e-05,80,2.2495110034942627,2.3423579638351355,0.0696352202556546
512-512-512,0.0005,1e-05,80,1.8858320713043213,1.6073427320689198,0.06962233480885038
512-512-512,0.0005,1e-05,80,2.290328025817871,2.050293495486407,0.06000863258286604
512-512-512,0.0005,1e-05,80,0.8675660490989685,0.4268451254920211,0.11018023090173686
512-512-512,0.0005,1e-05,80,1.5369566679000854,1.8378704376293535,0.22568532729695107
512-512-512,0.0005,1e-05,80,0.9813243746757507,0.6025254507932737,0.09469973097061926
512-512-512,0.0005,1e-05,80,1.395122766494751,1.7404377052048945,0.25898620403260764
512-512-512,0.0005,1e-05,80,1.8171062469482422,1.787693162694664,0.007353271063394562
512-512-512,0.0005,1e-05,80,1.5241007804870605,1.5233573035146937,0.0001858692430917186
512-512-512,0.0005,1e-05,80,2.4868547916412354,2.294118759626701,0.04818400800363354
512-512-512,0.0005,1e-05,80,1.7574725151062012,1.4429661968849736,0.07862657955530689
512-512-512,0.0005,1e-05,80,3.066106081008911,2.9443528120681273,0.030438317235195966
512-512-512,0.0005,1e-05,80,1.5984798669815063,1.961884998417874,0.27255384857727566
512-512-512,0.0005,1e-05,80,1.3120590448379517,0.3533992977015459,0.23966493678410145
512-512-512,0.0005,1e-05,80,1.3859593868255615,1.4358867346773905,0.037445510888871714
512-512-512,0.0005,1e-05,80,2.4030921459198,2.7422269434482285,0.2543510981463215
512-512-512,0.0005,1e-05,80,1.7004891633987427,1.731981802352659,0.023619479215437222
512-512-512,0.0005,1e-05,80,1.2665425539016724,1.4830236379461548,0.1623608130333618
512-512-512,0.0005,1e-05,80,1.0296870470046997,0.7718487667197178,0.06445957007124548
512-512-512,0.0005,1e-05,80,1.2144081592559814,1.0832476517226295,0.03279012688333799
512-512-512,0.0005,1e-05,80,0.974781334400177,1.1200753100443095,0.10897048173309937
512-512-512,0.0005,1e-05,80,2.201092481613159,1.835721955048835,0.09134263164108103
512-512-512,0.0005,1e-05,80,1.0016711950302124,0.8583622068583864,0.035827247042956506
512-512-512,0.0005,1e-05,80,1.2410659790039062,1.2242867670685305,0.004194802983843948
512-512-512,0.0005,1e-05,80,1.0436466932296753,1.144664878551898,0.07576363899166705
512-512-512,0.0005,1e-05,80,1.544352412223816,1.6033841084875484,0.04427377219779938
512-512-512,0.0005,1e-05,80,1.5923277139663696,0.992551160074638,0.14994413847293292
512-512-512,0.0005,1e-05,80,0.7617579698562622,0.7220072513840924,0.009937679618042455
512-512-512,0.0005,1e-05,80,1.0323325395584106,0.8018081321622812,0.05763110184903236
512-512-512,0.0005,1e-05,80,1.5478156805038452,1.3189795333811392,0.057209036780676514
512-512-512,0.0005,1e-05,80,0.9464834928512573,0.5347223036115072,0.10294029730993753
512-512-512,0.0005,1e-05,80,0.9348354339599609,0.5557853991867472,0.09476250869330344
512-512-512,0.0005,1e-05,80,1.13463294506073,0.5567196659617749,0.14447831977473877
512-512-512,0.0005,1e-05,80,1.4374589920043945,1.4598223161917578,0.016772493140522482
512-512-512,0.0005,1e-05,80,1.4925706386566162,1.530501558757314,0.028448190075523405
512-512-512,0.0005,1e-05,80,2.597430467605591,2.106720194289994,0.1226775683288992
512-512-512,0.0005,1e-05,80,1.055362582206726,1.0511560442348675,0.001051634492964637
512-512-512,0.0005,1e-05,80,2.284543752670288,2.30671805909983,0.01663072982215641
512-512-512,0.0005,1e-05,80,1.0471538305282593,1.001650959570066,0.011375717739548319
512-512-512,0.0005,1e-05,80,1.5294713973999023,1.6649726574095225,0.10162594500721511
512-512-512,0.0005,1e-05,80,0.7881860733032227,0.5271022387124092,0.06527095864770335
512-512-512,0.0005,1e-05,80,2.246751308441162,2.255226301265098,0.006356244617952034
512-512-512,0.0005,1e-05,80,1.5086126327514648,1.6266041215574616,0.08849361660449756
512-512-512,0.0005,1e-05,80,1.8883085250854492,1.554247739355025,0.08351519643260608
512-512-512,0.0005,1e-05,80,1.9078041315078735,1.890520007439336,0.00432103101713438
512-512-512,0.0005,1e-05,80,1.1777657270431519,0.9063789815049612,0.06784668638454766
512-512-512,0.0005,1e-05,80,1.80951726436615,0.9815820631909246,0.20698380029380634
512-512-512,0.0005,1e-05,80,1.5925884246826172,1.8423387497942032,0.1873127438336895
512-512-512,0.0005,1e-05,80,1.7554274797439575,1.5833481483775629,0.04301983284159866
512-512-512,0.0005,1e-05,80,1.3951860666275024,1.675839894880443,0.21049037118970537
512-512-512,0.0005,1e-05,80,1.840405821800232,1.6010453890418346,0.05984010818959934
512-512-512,0.0005,1e-05,80,1.7116085290908813,1.9118202297464464,0.15015877549167378
512-512-512,0.0005,1e-05,80,1.1836892366409302,0.8490584291624402,0.08365770186962249
512-512-512,0.0005,1e-05,80,1.228818416595459,1.251336094767474,0.016888258629011332
512-512-512,0.0005,1e-05,80,1.4707461595535278,1.2108178974650592,0.06498206552211716
512-512-512,0.0005,1e-05,80,0.9637215733528137,0.9120099077237906,0.012927916407255768
512-512-512,0.0005,1e-05,80,2.6456587314605713,3.296792200394022,0.4883501017000882
512-512-512,0.0005,1e-05,80,1.9903661012649536,2.4788279032610405,0.3663463514970652
512-512-512,0.0005,1e-05,80,1.4077837467193604,1.4119704226121248,0.003140006919573335
512-512-512,0.0005,1e-05,80,2.2627320289611816,2.1286853788223645,0.03351166253470428
512-512-512,0.0005,1e-05,80,1.854007363319397,1.6185128091392935,0.058873638545025864
