hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.08914385069540375,False
512-512-512,0.001,1e-05,0.08865632477547944,False
512-512-512,0.0005,0.0,0.08712343903439258,False
512-512-512,0.0005,1e-05,0.08648730383014112,True
