penalty,lambda_value,validation_mean_cost,is_best
l2,1e-10,0.17242556178516844,False
l2,1e-08,0.17242556178510032,False
l2,1e-06,0.17242556178539722,False
l2,0.0001,0.17231026194501056,True
l2,0.01,0.18692263528589576,False
