sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.10834760191721918,False
0.5,1e-06,0.10701237619370631,False
0.5,1e-05,0.10549153227623273,False
1.0,1e-07,0.10246292460843583,False
1.0,1e-06,0.10342137899850738,False
1.0,1e-05,0.1157126177248124,False
2.0,1e-07,0.09447761473159262,False
2.0,1e-06,0.093346007293746,False
2.0,1e-05,0.08735797357295631,True
