hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.08708665433774303,False
512-512-512,0.001,1e-05,0.08756997826896276,False
512-512-512,0.0005,0.0,0.0860390502209936,False
512-512-512,0.0005,1e-05,0.08521838130961076,True
