bandwidth,validation_mean_cost,validation_mean_effective_n,is_best
0.2,0.08532571629587518,2471.787,False
0.3,0.08368627490525757,2998.452,False
0.4,0.0835890560021233,3000.0,True
0.5,0.08367002227656738,3000.0,False
0.6,0.08376871608612418,3000.0,False
