timestamp,model_name,scenario,test_samples,total_test_runtime_sec,per_sample_runtime_sec
2026-06-19 21:38:58,DNN (Deep_NV),a,1000,1.0453591346740723,0.0010453591346740723
2026-06-19 21:39:00,Est-Opt (OLS),a,1000,0.0012087821960449219,1.208782196044922e-06
2026-06-19 21:39:02,KO,a,1000,0.11229801177978516,0.00011229801177978516
2026-06-19 21:47:47,KPQR,a,1000,92.93955492973328,0.09293955492973327
2026-06-19 21:47:48,LinearModel,a,1000,8.106231689453125e-06,8.106231689453126e-09
2026-06-19 21:47:49,LinearModel-L1,a,1000,7.867813110351562e-06,7.867813110351563e-09
2026-06-19 21:47:50,LinearModel-L2,a,1000,9.059906005859375e-06,9.059906005859375e-09
2026-06-19 21:47:51,Oracle,a,1000,0.0012750625610351562,1.2750625610351562e-06
2026-06-19 21:49:56,RKHS,a,1000,9.144938945770264,0.009144938945770264
2026-06-19 21:49:57,SAA,a,1000,0.02755284309387207,2.755284309387207e-05
2026-06-19 21:49:59,Minimax (Scarf),a,1000,0.0010564327239990234,1.0564327239990234e-06
