sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.2135360647493468,False
0.5,1e-06,0.17848755477845787,False
0.5,1e-05,0.1259084716401111,False
1.0,1e-07,0.10882628350881568,False
1.0,1e-06,0.10907599863792891,False
1.0,1e-05,0.10849688373589714,False
2.0,1e-07,0.09982825320935729,False
2.0,1e-06,0.09757980572984007,False
2.0,1e-05,0.09506588953209066,True
