Decision_Q,Demand_D,Operation_Cost,Mu_Pred,Sigma_Pred,Beta_Intercept,Beta_Feat_1,Beta_Feat_2,Beta_Feat_3,Beta_Feat_4,Beta_Feat_5,Beta_Feat_6,Beta_Feat_7,Beta_Feat_8
8.500054034050153,8.174207686434157,0.08146158690399918,8.069220650763755,0.638754529866689,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
8.531748893020808,8.549492341535487,0.013307586386009262,8.101780713606399,0.6374717766866186,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
7.194282000466139,5.926800426678166,0.3168703934469934,6.778894740288675,0.615854073478073,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
8.988686453996301,9.190381268573574,0.15127111093295476,8.557464691306455,0.6393303420318612,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
5.846000861767808,5.830546992314935,0.003863467363218298,5.390422344627045,0.6754417202163884,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
9.157870484239721,9.90167803094487,0.5578556600288618,8.732573651325122,0.6305460280025911,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
6.718320546217822,7.160858652140626,0.3319035794421028,6.2374201929925075,0.71298393057198,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
9.135586057905716,9.435388307365017,0.22485168709447567,8.668703312014694,0.6922013948400156,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
8.729612492497019,6.871620015478511,0.4644981192546269,8.275981933350698,0.6725536733722707,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
6.829638755280504,7.418282351084232,0.4414826968527963,6.39006358584821,0.651715121400295,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
7.7823875891727265,8.345995708149932,0.422706089232904,7.339174292042159,0.6571090175969613,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
6.106601806093497,4.104810718434236,0.5004477719148153,5.650388995727641,0.6763821247590941,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
7.870144110762215,7.282365715369226,0.1469445988482474,7.446555521238365,0.6280133825617179,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
7.306682121442845,7.417073901021082,0.08279383468367807,6.90383990525975,0.5972547634207693,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
5.942391352534239,5.796320331079484,0.03651775536368862,5.5161902257558015,0.6318867360912991,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
8.051379871690163,8.393866827243933,0.2568652166653278,7.647598344061102,0.5986473886544269,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
6.124812119379465,6.766565646158614,0.4813151450843616,5.6876710677697995,0.6481062929163613,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
7.769614655432831,7.5582174368996835,0.052849304633286964,7.372488057015783,0.5887807758406988,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
7.761996664633131,8.574971034313283,0.6097307772601139,7.3267443526982365,0.6453060432843669,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
7.264403956693392,7.035032468631451,0.05734287201548516,6.8521182455703755,0.6112557099691438,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
5.377883000781788,5.832846886986347,0.34122291465341914,4.942295572560111,0.6458028874346076,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
8.945406774409467,6.88334265501911,0.5155160298475892,8.553867186154003,0.5804974621803203,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
8.429564601738605,8.633351800509264,0.15284039907799407,7.99341503888499,0.6466363094870171,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
6.401578612094899,5.586086636680557,0.20387299385358548,5.994225496828506,0.6039426324091236,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
7.893136551761885,7.211684273580381,0.17036306954537594,7.412234617305243,0.7129862749090535,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
7.878796820616978,8.249431732162227,0.2779761836589367,7.437100255115585,0.6548603079186714,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
7.986249824442681,6.012342128106556,0.4934769240840313,7.545954196334075,0.6527832750321372,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
7.179998382358042,5.779975179499873,0.35000580071454235,6.748362354823003,0.6399445320103941,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
6.848023879377789,7.327937779593765,0.3599354251619822,6.406412992158993,0.6547332811068138,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
9.215244202011368,9.6995272353358,0.3632122749933244,8.796041289786,0.6215111676693401,3.811822641713866,10.164892673869286,16.750095675321134,-0.048002189729191944,3.8237277051967014,3.6071425680285505,9.426909998058578,-10.071846214682267,8.95799526771133
