sigma,lambda_reg,validation_mean_cost,is_best
0.5,1e-07,0.20272028949122928,False
0.5,1e-06,0.16810947217844657,False
0.5,1e-05,0.12157908411710738,False
1.0,1e-07,0.12160241560339762,False
1.0,1e-06,0.0926925903215613,True
1.0,1e-05,0.09960485045019837,False
2.0,1e-07,0.10137124123702781,False
2.0,1e-06,0.10940449844695342,False
2.0,1e-05,0.11007206696382218,False
