hidden_layers,lr,weight_decay,validation_mean_cost,is_best
512-512-512,0.001,0.0,0.10194929145074526,False
512-512-512,0.001,1e-05,0.10053921460929822,True
512-512-512,0.0005,0.0,0.1032610892891583,False
512-512-512,0.0005,1e-05,0.1021374575250141,False
